room,alias,question,answer
z3oEO,5ec5a705a9b68d5f1f482ce5,2,No
z3oEO,5ec5a705a9b68d5f1f482ce5,5,Unclear
z3oEO,5d30eee5e7ca2e001bd4091b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
z3oEO,5ec5a705a9b68d5f1f482ce5,4,"Accept - false, MixBlue - true, MixRed - true, Reject - false, Unclear - false,"
EVwOF,5e48cc0fe4317f3670ce90dd,5,DefiniteNo
z3oEO,5ec5a705a9b68d5f1f482ce5,3,Higher
z3oEO,5ec5a705a9b68d5f1f482ce5,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
EVwOF,5e48cc0fe4317f3670ce90dd,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
0X6VO,5dc6263fc34fc547cb529cb7,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
EVwOF,5e48cc0fe4317f3670ce90dd,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
0X6VO,5dc6263fc34fc547cb529cb7,2,Yes
0X6VO,5dc6263fc34fc547cb529cb7,5,SomeChance
z3oEO,5d30eee5e7ca2e001bd4091b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
z3oEO,5d30eee5e7ca2e001bd4091b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
z3oEO,5ec5a705a9b68d5f1f482ce5,5,SomeChance
z3oEO,5d30eee5e7ca2e001bd4091b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
z3oEO,5d30eee5e7ca2e001bd4091b,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
EVwOF,5e48cc0fe4317f3670ce90dd,2,No
z3oEO,5ec5a705a9b68d5f1f482ce5,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
0X6VO,5dc6263fc34fc547cb529cb7,1,70%
0X6VO,5dc6263fc34fc547cb529cb7,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
0X6VO,5dc6263fc34fc547cb529cb7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
EVwOF,5e48cc0fe4317f3670ce90dd,5,DefiniteYes
0X6VO,5dc6263fc34fc547cb529cb7,3,Higher
EVwOF,5e48cc0fe4317f3670ce90dd,5,undefined
EVwOF,5e48cc0fe4317f3670ce90dd,5,Unclear
0X6VO,5dc6263fc34fc547cb529cb7,2,No
0X6VO,5dc6263fc34fc547cb529cb7,5,Unclear
0X6VO,5dc6263fc34fc547cb529cb7,1,40%
MCTCu,55f5946a32af74001017047b,1,40%
MCTCu,55f5946a32af74001017047b,3,Higher
MCTCu,55f5946a32af74001017047b,2,No
MCTCu,55f5946a32af74001017047b,5,SomeChance
MCTCu,55f5946a32af74001017047b,5,Unclear
0X6VO,5dc6263fc34fc547cb529cb7,1,40%
0X6VO,5dc6263fc34fc547cb529cb7,5,Unclear
0X6VO,5dc6263fc34fc547cb529cb7,3,Higher
0X6VO,5dc6263fc34fc547cb529cb7,2,No
0X6VO,5dc6263fc34fc547cb529cb7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
0X6VO,5dc6263fc34fc547cb529cb7,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
MCTCu,55f5946a32af74001017047b,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
MCTCu,55f5946a32af74001017047b,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
CvtYh,5dd3e852b988873c617cd21a,1,70%
CvtYh,5dd3e852b988873c617cd21a,3,Higher
CvtYh,5dd3e852b988873c617cd21a,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
CvtYh,5dd3e852b988873c617cd21a,2,Yes
CvtYh,5dd3e852b988873c617cd21a,1,40%
CvtYh,5dd3e852b988873c617cd21a,2,Unclear
CvtYh,5dd3e852b988873c617cd21a,5,DefiniteNo
CvtYh,5dd3e852b988873c617cd21a,2,No
CvtYh,5dd3e852b988873c617cd21a,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
CvtYh,5dd3e852b988873c617cd21a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
CvtYh,5dd3e852b988873c617cd21a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
mmVh1,5c7e843f9c3fc00016f4e5a1,1,60%
mmVh1,5c7e843f9c3fc00016f4e5a1,4,"Accept - true, MixBlue - false, MixRed - false, Reject - false, Unclear - false,"
mmVh1,5c7e843f9c3fc00016f4e5a1,3,Higher
mmVh1,5c7e843f9c3fc00016f4e5a1,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
mmVh1,5c7e843f9c3fc00016f4e5a1,5,Unclear
mmVh1,5c7e843f9c3fc00016f4e5a1,1,40%
mmVh1,5c7e843f9c3fc00016f4e5a1,5,DefiniteNo
mmVh1,5c7e843f9c3fc00016f4e5a1,2,Yes
mmVh1,5c7e843f9c3fc00016f4e5a1,2,No
mmVh1,5c7e843f9c3fc00016f4e5a1,1,40%
mmVh1,5c7e843f9c3fc00016f4e5a1,5,DefiniteNo
mmVh1,5c7e843f9c3fc00016f4e5a1,2,No
mmVh1,5c7e843f9c3fc00016f4e5a1,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
mmVh1,5c7e843f9c3fc00016f4e5a1,3,Higher
QNUTx,5e5ab88a43f33029b119a48c,1,40%
QNUTx,5e5ab88a43f33029b119a48c,3,Higher
QNUTx,5e5ab88a43f33029b119a48c,5,Unclear
QNUTx,5a8352feae9a0b0001a9da8f,1,40%
QNUTx,5e5ab88a43f33029b119a48c,2,No
QNUTx,5e5ab88a43f33029b119a48c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
QNUTx,5a8352feae9a0b0001a9da8f,5,DefiniteNo
QNUTx,5e5ab88a43f33029b119a48c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
QNUTx,5e5ab88a43f33029b119a48c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
QNUTx,5e5ab88a43f33029b119a48c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
QNUTx,5a8352feae9a0b0001a9da8f,3,Higher
QNUTx,5a8352feae9a0b0001a9da8f,2,Unclear
QNUTx,5a8352feae9a0b0001a9da8f,2,No
QNUTx,5a8352feae9a0b0001a9da8f,5,Unclear
QNUTx,5a8352feae9a0b0001a9da8f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
TH8QZ,5c31921e43b64d000171d238,1,50%
OrECP,5b086164d45f06000175fc26,1,30%
TH8QZ,5c31921e43b64d000171d238,3,Higher
OrECP,5b086164d45f06000175fc26,3,Higher
OrECP,5b086164d45f06000175fc26,1,40%
QNUTx,5a8352feae9a0b0001a9da8f,4,"Accept - true, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
QNUTx,5a8352feae9a0b0001a9da8f,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
TH8QZ,5c31921e43b64d000171d238,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
OrECP,5b086164d45f06000175fc26,5,SomeChance
OrECP,5b086164d45f06000175fc26,5,Unclear
QNUTx,5a8352feae9a0b0001a9da8f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
QNUTx,5a8352feae9a0b0001a9da8f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
bWfMc,5f1269b2bf131c1c3ad768b9,1,40%
bWfMc,5f1269b2bf131c1c3ad768b9,5,DefiniteYes
OrECP,5b086164d45f06000175fc26,2,No
TH8QZ,5c31921e43b64d000171d238,1,40%
TH8QZ,5c31921e43b64d000171d238,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
bWfMc,5f1269b2bf131c1c3ad768b9,3,Unknown
OrECP,5b086164d45f06000175fc26,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
bWfMc,5f1269b2bf131c1c3ad768b9,5,SomeChance
TH8QZ,5c31921e43b64d000171d238,5,SomeChance
OrECP,5b086164d45f06000175fc26,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
bWfMc,5f1269b2bf131c1c3ad768b9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
OrECP,5b086164d45f06000175fc26,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
TH8QZ,5c31921e43b64d000171d238,5,Unclear
bWfMc,5f1269b2bf131c1c3ad768b9,5,Unclear
OrECP,5b086164d45f06000175fc26,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
OrECP,5b086164d45f06000175fc26,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
OrECP,5b086164d45f06000175fc26,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
bWfMc,5f1269b2bf131c1c3ad768b9,2,Yes
TH8QZ,5c31921e43b64d000171d238,2,No
bWfMc,5f1269b2bf131c1c3ad768b9,3,Unknown
TH8QZ,5b6259be5256470001bd0c6d,1,30%
OrECP,5debce5335575a2bed69acc6,1,40%
gh0Dc,5ee93ab8a93d8b15baf72fc5,1,40%
bWfMc,5f1269b2bf131c1c3ad768b9,2,Unclear
bWfMc,5f1269b2bf131c1c3ad768b9,2,No
gh0Dc,5ee93ab8a93d8b15baf72fc5,3,Higher
bWfMc,5f1269b2bf131c1c3ad768b9,3,Higher
OrECP,5debce5335575a2bed69acc6,2,No
TH8QZ,5b6259be5256470001bd0c6d,1,40%
gh0Dc,5ee93ab8a93d8b15baf72fc5,2,No
OrECP,5debce5335575a2bed69acc6,3,Lower
gh0Dc,5ee93ab8a93d8b15baf72fc5,5,DefiniteNo
gh0Dc,5ee93ab8a93d8b15baf72fc5,5,Unclear
OrECP,5debce5335575a2bed69acc6,5,DefiniteNo
TH8QZ,5b6259be5256470001bd0c6d,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
OrECP,5debce5335575a2bed69acc6,5,Unclear
gh0Dc,5ee93ab8a93d8b15baf72fc5,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
gh0Dc,5ee93ab8a93d8b15baf72fc5,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
gh0Dc,5ee93ab8a93d8b15baf72fc5,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
OrECP,5debce5335575a2bed69acc6,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
TH8QZ,5b6259be5256470001bd0c6d,3,Higher
TH8QZ,5b6259be5256470001bd0c6d,2,No
OrECP,5debce5335575a2bed69acc6,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
TH8QZ,5b6259be5256470001bd0c6d,5,DefiniteNo
OrECP,5debce5335575a2bed69acc6,3,Higher
TH8QZ,5b6259be5256470001bd0c6d,5,Unclear
8BU1R,5dd1ab5dd3ac2a21600f87b8,1,50%
bWfMc,5cf6231511ba980001e3aa3d,1,40%
8BU1R,5dd1ab5dd3ac2a21600f87b8,1,40%
8BU1R,5dd1ab5dd3ac2a21600f87b8,5,SomeChance
8BU1R,5dd1ab5dd3ac2a21600f87b8,2,Yes
gh0Dc,5ad6d2543660ef00019b8ce9,1,40%
8BU1R,5dd1ab5dd3ac2a21600f87b8,2,No
8BU1R,5dd1ab5dd3ac2a21600f87b8,3,Lower
bWfMc,5cf6231511ba980001e3aa3d,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
8BU1R,5dd1ab5dd3ac2a21600f87b8,5,SomeChance
8BU1R,5dd1ab5dd3ac2a21600f87b8,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
8BU1R,5dd1ab5dd3ac2a21600f87b8,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
8BU1R,5dd1ab5dd3ac2a21600f87b8,3,Higher
8BU1R,5dd1ab5dd3ac2a21600f87b8,5,SomeChance
8BU1R,5dd1ab5dd3ac2a21600f87b8,5,DefiniteYes
8BU1R,5dd1ab5dd3ac2a21600f87b8,5,DefiniteNo
gh0Dc,5ad6d2543660ef00019b8ce9,2,No
gh0Dc,5ad6d2543660ef00019b8ce9,5,DefiniteNo
bWfMc,5cf6231511ba980001e3aa3d,5,DefiniteNo
GUUY1,5bcbde9d08a62c0001f86bd0,1,40%
GUUY1,5bcbde9d08a62c0001f86bd0,5,DefiniteNo
GUUY1,5bcbde9d08a62c0001f86bd0,2,No
gh0Dc,5ad6d2543660ef00019b8ce9,5,Unclear
GUUY1,5bcbde9d08a62c0001f86bd0,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
bWfMc,5cf6231511ba980001e3aa3d,2,No
GUUY1,5bcbde9d08a62c0001f86bd0,3,Higher
gh0Dc,5ad6d2543660ef00019b8ce9,3,Higher
GUUY1,5c8ec999bb6a3c00014acf5f,1,80%
bWfMc,5cf6231511ba980001e3aa3d,3,Higher
bWfMc,5cf6231511ba980001e3aa3d,5,Unclear
bWfMc,5cf6231511ba980001e3aa3d,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
bWfMc,5cf6231511ba980001e3aa3d,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
gh0Dc,5ad6d2543660ef00019b8ce9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
GUUY1,5c8ec999bb6a3c00014acf5f,1,40%
gh0Dc,5ad6d2543660ef00019b8ce9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
gh0Dc,5ad6d2543660ef00019b8ce9,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
8BU1R,6019f3085362081f007bc83f,1,60%
8BU1R,6019f3085362081f007bc83f,1,40%
QdRaf,5f658f418c686c1096675a12,1,40%
GUUY1,5c8ec999bb6a3c00014acf5f,5,DefiniteNo
8BU1R,6019f3085362081f007bc83f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
QdRaf,5f658f418c686c1096675a12,2,No
8BU1R,6019f3085362081f007bc83f,2,No
GUUY1,5c8ec999bb6a3c00014acf5f,2,Yes
QdRaf,5f658f418c686c1096675a12,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
8BU1R,6019f3085362081f007bc83f,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
8BU1R,6019f3085362081f007bc83f,3,Higher
8BU1R,6019f3085362081f007bc83f,5,DefiniteNo
GUUY1,5c8ec999bb6a3c00014acf5f,3,Lower
QdRaf,5f658f418c686c1096675a12,3,Higher
QdRaf,5f658f418c686c1096675a12,5,SomeChance
QdRaf,5f658f418c686c1096675a12,5,Unclear
QdRaf,5f658f418c686c1096675a12,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
QdRaf,5f658f418c686c1096675a12,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
GUUY1,5c8ec999bb6a3c00014acf5f,4,"Accept - false, MixBlue - true, MixRed - true, Reject - false, Unclear - false,"
GihIe,5dfa7beb37241c7d124bb4fd,1,40%
GihIe,5dfa7beb37241c7d124bb4fd,2,No
GUUY1,5c8ec999bb6a3c00014acf5f,3,Higher
GihIe,5dfa7beb37241c7d124bb4fd,5,DefiniteNo
GihIe,5dfa7beb37241c7d124bb4fd,5,Unclear
GUUY1,5c8ec999bb6a3c00014acf5f,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
GihIe,5dfa7beb37241c7d124bb4fd,3,Lower
GUUY1,5c8ec999bb6a3c00014acf5f,2,Yes
GihIe,5dfa7beb37241c7d124bb4fd,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
GihIe,5dfa7beb37241c7d124bb4fd,4,"Accept - true, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
GUUY1,5c8ec999bb6a3c00014acf5f,2,No
GihIe,5dfa7beb37241c7d124bb4fd,3,Unknown
GihIe,5dfa7beb37241c7d124bb4fd,3,Higher
GihIe,5dfa7beb37241c7d124bb4fd,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
GihIe,5dfa7beb37241c7d124bb4fd,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
GihIe,5f406d28899a9b1a9ddd609a,1,50%
GihIe,5f406d28899a9b1a9ddd609a,2,Yes
GihIe,5f406d28899a9b1a9ddd609a,2,No
GihIe,5f406d28899a9b1a9ddd609a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
GihIe,5f406d28899a9b1a9ddd609a,1,40%
eOMfM,5f2d95153c1140074cc81b4c,1,40%
GihIe,5f406d28899a9b1a9ddd609a,5,DefiniteNo
eOMfM,5f2d95153c1140074cc81b4c,5,DefiniteNo
eOMfM,5f2d95153c1140074cc81b4c,2,No
eOMfM,5f2d95153c1140074cc81b4c,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
GihIe,5f406d28899a9b1a9ddd609a,5,Unclear
GihIe,5f406d28899a9b1a9ddd609a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
eOMfM,5f2d95153c1140074cc81b4c,3,Higher
GihIe,5f406d28899a9b1a9ddd609a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
GihIe,5f406d28899a9b1a9ddd609a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
eOMfM,5f2d95153c1140074cc81b4c,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
eOMfM,5f2d95153c1140074cc81b4c,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
GihIe,5f406d28899a9b1a9ddd609a,3,Lower
GihIe,5f406d28899a9b1a9ddd609a,3,Higher
QdRaf,5c31d5b0b41477000187c5fa,1,40%
rXYKS,5ae5b7e26735bd0001d7dfe3,1,60%
rXYKS,5ae5b7e26735bd0001d7dfe3,2,Yes
rXYKS,5ae5b7e26735bd0001d7dfe3,3,Higher
rXYKS,5ae5b7e26735bd0001d7dfe3,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
QdRaf,5c31d5b0b41477000187c5fa,4,"Accept - true, MixBlue - true, MixRed - true, Reject - false, Unclear - false,"
QdRaf,5c31d5b0b41477000187c5fa,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
QdRaf,5c31d5b0b41477000187c5fa,2,No
QdRaf,5c31d5b0b41477000187c5fa,5,DefiniteNo
QdRaf,5c31d5b0b41477000187c5fa,3,Lower
QdRaf,5c31d5b0b41477000187c5fa,5,Unclear
QdRaf,5c31d5b0b41477000187c5fa,3,Higher
QdRaf,5c31d5b0b41477000187c5fa,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
QdRaf,5c31d5b0b41477000187c5fa,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
rVWV0,5e52d0122f5f952f2a7b6b28,1,40%
rVWV0,5e52d0122f5f952f2a7b6b28,3,Higher
rVWV0,5e52d0122f5f952f2a7b6b28,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
rVWV0,5e52d0122f5f952f2a7b6b28,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
rVWV0,5e52d0122f5f952f2a7b6b28,5,SomeChance
rVWV0,5e52d0122f5f952f2a7b6b28,5,Unclear
rVWV0,5e52d0122f5f952f2a7b6b28,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
rVWV0,5e52d0122f5f952f2a7b6b28,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
rVWV0,5e52d0122f5f952f2a7b6b28,2,No
rVWV0,5e52d0122f5f952f2a7b6b28,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
rVWV0,5e52d0122f5f952f2a7b6b28,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
rVWV0,5de1ac810f8b6721970ab78a,1,30%
rVWV0,5de1ac810f8b6721970ab78a,1,40%
rVWV0,5de1ac810f8b6721970ab78a,2,No
rVWV0,5de1ac810f8b6721970ab78a,3,Higher
rVWV0,5de1ac810f8b6721970ab78a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
rVWV0,5de1ac810f8b6721970ab78a,5,DefiniteYes
rVWV0,5de1ac810f8b6721970ab78a,5,Unclear
n0aaS,5a94c0b7b5e2110001c6891e,5,Unclear
INl2A,5b9c2c816f92f30001ecce7a,1,50%
eOMfM,5d92b12804b33b001588692a,1,60%
INl2A,5b9c2c816f92f30001ecce7a,3,Higher
eOMfM,5d92b12804b33b001588692a,1,40%
INl2A,5b9c2c816f92f30001ecce7a,5,DefiniteYes
eOMfM,5d92b12804b33b001588692a,5,DefiniteNo
INl2A,5b9c2c816f92f30001ecce7a,2,No
INl2A,5b9c2c816f92f30001ecce7a,4,"Accept - true, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
INl2A,5b9c2c816f92f30001ecce7a,1,40%
INl2A,5b9c2c816f92f30001ecce7a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
eOMfM,5d92b12804b33b001588692a,3,Higher
INl2A,5b9c2c816f92f30001ecce7a,5,DefiniteNo
INl2A,5c2f7f10e4dd550001e49c10,1,80%
eOMfM,5d92b12804b33b001588692a,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
INl2A,5c2f7f10e4dd550001e49c10,1,40%
INl2A,5c2f7f10e4dd550001e49c10,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
INl2A,5c2f7f10e4dd550001e49c10,5,DefiniteNo
INl2A,5c2f7f10e4dd550001e49c10,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
INl2A,5c2f7f10e4dd550001e49c10,3,Higher
eOMfM,5d92b12804b33b001588692a,2,No
INl2A,5c2f7f10e4dd550001e49c10,2,No
T0lhv,5f68c976410f260322dc1747,1,70%
T0lhv,5aa44687dbdb470001ef463f,1,40%
T0lhv,5aa44687dbdb470001ef463f,4,"Accept - false, MixBlue - false, MixRed - true, Reject - false, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5aa44687dbdb470001ef463f,2,No
eOMfM,5d92b12804b33b001588692a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
T0lhv,5f68c976410f260322dc1747,5,DefiniteYes
T0lhv,5aa44687dbdb470001ef463f,5,DefiniteNo
T0lhv,5aa44687dbdb470001ef463f,3,Higher
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5aa44687dbdb470001ef463f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
kvDNO,5c63b85462e1660001d19ae5,1,40%
kvDNO,5c63b85462e1660001d19ae5,3,Higher
T0lhv,5aa44687dbdb470001ef463f,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,3,Higher
T0lhv,5aa44687dbdb470001ef463f,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,5,Unclear
kvDNO,5c63b85462e1660001d19ae5,5,DefiniteNo
kvDNO,5c63b85462e1660001d19ae5,2,No
T0lhv,5aa44687dbdb470001ef463f,5,Unclear
T0lhv,5f68c976410f260322dc1747,2,Yes
n0aaS,5a94c0b7b5e2110001c6891e,3,Higher
kvDNO,5c63b85462e1660001d19ae5,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,1,40%
kvDNO,5c63b85462e1660001d19ae5,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
kvDNO,5c63b85462e1660001d19ae5,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
T0lhv,5f68c976410f260322dc1747,2,No
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
T0lhv,5f68c976410f260322dc1747,4,"Accept - false, MixBlue - true, MixRed - false, Reject - true, Unclear - false,"
kvDNO,5f49f3262a3d07563d14a7f1,1,40%
kvDNO,5f49f3262a3d07563d14a7f1,5,DefiniteNo
kvDNO,5f49f3262a3d07563d14a7f1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
kvDNO,5f49f3262a3d07563d14a7f1,3,Higher
kvDNO,5f49f3262a3d07563d14a7f1,2,Yes
kvDNO,5f49f3262a3d07563d14a7f1,2,No
kvDNO,5f49f3262a3d07563d14a7f1,4,"Accept - false, MixBlue - true, MixRed - false, Reject - false, Unclear - false,"
kvDNO,5f49f3262a3d07563d14a7f1,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
kvDNO,5f49f3262a3d07563d14a7f1,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Jnmvg,5d92b12804b33b001588692a,1,40%
Jnmvg,5d92b12804b33b001588692a,3,Higher
Jnmvg,5d92b12804b33b001588692a,2,Unclear
Jnmvg,5d92b12804b33b001588692a,2,No
Jnmvg,5d92b12804b33b001588692a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Jnmvg,5d92b12804b33b001588692a,5,DefiniteNo
Jnmvg,5d92b12804b33b001588692a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - false, Unclear - true,"
Jnmvg,5d92b12804b33b001588692a,4,"Accept - false, MixBlue - false, MixRed - false, Reject - true, Unclear - false,"
Jnmvg,5d92b12804b33b001588692a,4,"Accept - false, MixBlue - false, MixRed - true, Reject - true, Unclear - false,"
